groupcode,groupname,groupcode_s,groupname_s,countrycode,countryname,countrycode_s,countryname_s
GX604,Sub-Sahara excl. Nigeria and South Africa,604,Sub-Sahara excl. Nigeria and South Africa,ERI,"Eritrea, The State of",643,Eritrea
GX604,Sub-Sahara excl. Nigeria and South Africa,604,Sub-Sahara excl. Nigeria and South Africa,SWZ,"Eswatini, Kingdom of",734,Eswatini
GX604,Sub-Sahara excl. Nigeria and South Africa,604,Sub-Sahara excl. Nigeria and South Africa,ETH,"Ethiopia, The Federal Democratic Republic of",644,Ethiopia
GX604,Sub-Sahara excl. Nigeria and South Africa,604,Sub-Sahara excl. Nigeria and South Africa,GAB,Gabon,646,Gabon
GX604,Sub-Sahara excl. Nigeria and South Africa,604,Sub-Sahara excl. Nigeria and South Africa,GMB,"Gambia, The",648,"Gambia, The"
GX604,Sub-Sahara excl. Nigeria and South Africa,604,Sub-Sahara excl. Nigeria and South Africa,GHA,Ghana,652,Ghana
GX604,Sub-Sahara excl. Nigeria and South Africa,604,Sub-Sahara excl. Nigeria and South Africa,GIN,Guinea,656,Guinea
GX604,Sub-Sahara excl. Nigeria and South Africa,604,Sub-Sahara excl. Nigeria and South Africa,GNB,Guinea-Bissau,654,Guinea-Bissau
GX604,Sub-Sahara excl. Nigeria and South Africa,604,Sub-Sahara excl. Nigeria and South Africa,KEN,Kenya,664,Kenya
GX604,Sub-Sahara excl. Nigeria and South Africa,604,Sub-Sahara excl. Nigeria and South Africa,LSO,"Lesotho, Kingdom of",666,Lesotho
GX604,Sub-Sahara excl. Nigeria and South Africa,604,Sub-Sahara excl. Nigeria and South Africa,LBR,Liberia,668,Liberia
GX604,Sub-Sahara excl. Nigeria and South Africa,604,Sub-Sahara excl. Nigeria and South Africa,MDG,"Madagascar, Republic of",674,Madagascar
GX604,Sub-Sahara excl. Nigeria and South Africa,604,Sub-Sahara excl. Nigeria and South Africa,MWI,Malawi,676,Malawi
GX604,Sub-Sahara excl. Nigeria and South Africa,604,Sub-Sahara excl. Nigeria and South Africa,MLI,Mali,678,Mali
GX604,Sub-Sahara excl. Nigeria and South Africa,604,Sub-Sahara excl. Nigeria and South Africa,MUS,Mauritius,684,Mauritius
GX604,Sub-Sahara excl. Nigeria and South Africa,604,Sub-Sahara excl. Nigeria and South Africa,MOZ,"Mozambique, Republic of",688,Mozambique
GX604,Sub-Sahara excl. Nigeria and South Africa,604,Sub-Sahara excl. Nigeria and South Africa,NAM,Namibia,728,Namibia
GX604,Sub-Sahara excl. Nigeria and South Africa,604,Sub-Sahara excl. Nigeria and South Africa,NER,Niger,692,Niger
GX604,Sub-Sahara excl. Nigeria and South Africa,604,Sub-Sahara excl. Nigeria and South Africa,RWA,Rwanda,714,Rwanda
GX604,Sub-Sahara excl. Nigeria and South Africa,604,Sub-Sahara excl. Nigeria and South Africa,SEN,Senegal,722,Senegal
GX604,Sub-Sahara excl. Nigeria and South Africa,604,Sub-Sahara excl. Nigeria and South Africa,SYC,Seychelles,718,Seychelles
GX604,Sub-Sahara excl. Nigeria and South Africa,604,Sub-Sahara excl. Nigeria and South Africa,SLE,Sierra Leone,724,Sierra Leone
GX604,Sub-Sahara excl. Nigeria and South Africa,604,Sub-Sahara excl. Nigeria and South Africa,SSD,"South Sudan, Republic of",733,South Sudan
GX604,Sub-Sahara excl. Nigeria and South Africa,604,Sub-Sahara excl. Nigeria and South Africa,STP,"São Tomé and Príncipe, Democratic Republic of",716,São Tomé and Príncipe
GX604,Sub-Sahara excl. Nigeria and South Africa,604,Sub-Sahara excl. Nigeria and South Africa,TZA,"Tanzania, United Republic of",738,Tanzania
GX604,Sub-Sahara excl. Nigeria and South Africa,604,Sub-Sahara excl. Nigeria and South Africa,TGO,Togo,742,Togo
GX604,Sub-Sahara excl. Nigeria and South Africa,604,Sub-Sahara excl. Nigeria and South Africa,UGA,Uganda,746,Uganda
GX604,Sub-Sahara excl. Nigeria and South Africa,604,Sub-Sahara excl. Nigeria and South Africa,ZMB,Zambia,754,Zambia
GX604,Sub-Sahara excl. Nigeria and South Africa,604,Sub-Sahara excl. Nigeria and South Africa,ZWE,Zimbabwe,698,Zimbabwe
G603,Sub-Saharan Africa (SSA),603,Sub-Sahara Africa,AGO,Angola,614,Angola
G603,Sub-Saharan Africa (SSA),603,Sub-Sahara Africa,BEN,Benin,638,Benin
G603,Sub-Saharan Africa (SSA),603,Sub-Sahara Africa,BWA,Botswana,616,Botswana
G603,Sub-Saharan Africa (SSA),603,Sub-Sahara Africa,BFA,Burkina Faso,748,Burkina Faso
G603,Sub-Saharan Africa (SSA),603,Sub-Sahara Africa,BDI,Burundi,618,Burundi
G603,Sub-Saharan Africa (SSA),603,Sub-Sahara Africa,CPV,Cabo Verde,624,Cabo Verde
G603,Sub-Saharan Africa (SSA),603,Sub-Sahara Africa,CMR,Cameroon,622,Cameroon
G603,Sub-Saharan Africa (SSA),603,Sub-Sahara Africa,CAF,Central African Republic,626,Central African Republic
G603,Sub-Saharan Africa (SSA),603,Sub-Sahara Africa,TCD,Chad,628,Chad
G603,Sub-Saharan Africa (SSA),603,Sub-Sahara Africa,COM,"Comoros, Union of the",632,Comoros
G603,Sub-Saharan Africa (SSA),603,Sub-Sahara Africa,COD,"Congo, Democratic Republic of the",636,"Congo, Democratic Republic of the"
G603,Sub-Saharan Africa (SSA),603,Sub-Sahara Africa,COG,"Congo, Republic of",634,"Congo, Republic of"
G603,Sub-Saharan Africa (SSA),603,Sub-Sahara Africa,CIV,Côte d'Ivoire,662,Côte d'Ivoire
G603,Sub-Saharan Africa (SSA),603,Sub-Sahara Africa,GNQ,"Equatorial Guinea, Republic of",642,Equatorial Guinea
G603,Sub-Saharan Africa (SSA),603,Sub-Sahara Africa,ERI,"Eritrea, The State of",643,Eritrea
G603,Sub-Saharan Africa (SSA),603,Sub-Sahara Africa,SWZ,"Eswatini, Kingdom of",734,Eswatini
G603,Sub-Saharan Africa (SSA),603,Sub-Sahara Africa,ETH,"Ethiopia, The Federal Democratic Republic of",644,Ethiopia
G603,Sub-Saharan Africa (SSA),603,Sub-Sahara Africa,GAB,Gabon,646,Gabon
G603,Sub-Saharan Africa (SSA),603,Sub-Sahara Africa,GMB,"Gambia, The",648,"Gambia, The"
G603,Sub-Saharan Africa (SSA),603,Sub-Sahara Africa,GHA,Ghana,652,Ghana
G603,Sub-Saharan Africa (SSA),603,Sub-Sahara Africa,GIN,Guinea,656,Guinea
G603,Sub-Saharan Africa (SSA),603,Sub-Sahara Africa,GNB,Guinea-Bissau,654,Guinea-Bissau
G603,Sub-Saharan Africa (SSA),603,Sub-Sahara Africa,KEN,Kenya,664,Kenya
G603,Sub-Saharan Africa (SSA),603,Sub-Sahara Africa,LSO,"Lesotho, Kingdom of",666,Lesotho
G603,Sub-Saharan Africa (SSA),603,Sub-Sahara Africa,LBR,Liberia,668,Liberia
G603,Sub-Saharan Africa (SSA),603,Sub-Sahara Africa,MDG,"Madagascar, Republic of",674,Madagascar
G603,Sub-Saharan Africa (SSA),603,Sub-Sahara Africa,MWI,Malawi,676,Malawi
G603,Sub-Saharan Africa (SSA),603,Sub-Sahara Africa,MLI,Mali,678,Mali
G603,Sub-Saharan Africa (SSA),603,Sub-Sahara Africa,MUS,Mauritius,684,Mauritius
G603,Sub-Saharan Africa (SSA),603,Sub-Sahara Africa,MOZ,"Mozambique, Republic of",688,Mozambique
G603,Sub-Saharan Africa (SSA),603,Sub-Sahara Africa,NAM,Namibia,728,Namibia
G603,Sub-Saharan Africa (SSA),603,Sub-Sahara Africa,NER,Niger,692,Niger
G603,Sub-Saharan Africa (SSA),603,Sub-Sahara Africa,NGA,Nigeria,694,Nigeria
G603,Sub-Saharan Africa (SSA),603,Sub-Sahara Africa,RWA,Rwanda,714,Rwanda
G603,Sub-Saharan Africa (SSA),603,Sub-Sahara Africa,SEN,Senegal,722,Senegal
G603,Sub-Saharan Africa (SSA),603,Sub-Sahara Africa,SYC,Seychelles,718,Seychelles
G603,Sub-Saharan Africa (SSA),603,Sub-Sahara Africa,SLE,Sierra Leone,724,Sierra Leone
G603,Sub-Saharan Africa (SSA),603,Sub-Sahara Africa,ZAF,South Africa,199,South Africa
G603,Sub-Saharan Africa (SSA),603,Sub-Sahara Africa,SSD,"South Sudan, Republic of",733,South Sudan
G603,Sub-Saharan Africa (SSA),603,Sub-Sahara Africa,STP,"São Tomé and Príncipe, Democratic Republic of",716,São Tomé and Príncipe
G603,Sub-Saharan Africa (SSA),603,Sub-Sahara Africa,TZA,"Tanzania, United Republic of",738,Tanzania
G603,Sub-Saharan Africa (SSA),603,Sub-Sahara Africa,TGO,Togo,742,Togo
G603,Sub-Saharan Africa (SSA),603,Sub-Sahara Africa,UGA,Uganda,746,Uganda
G603,Sub-Saharan Africa (SSA),603,Sub-Sahara Africa,ZMB,Zambia,754,Zambia
G603,Sub-Saharan Africa (SSA),603,Sub-Sahara Africa,ZWE,Zimbabwe,698,Zimbabwe
G1627,Sub-Saharan Africa (SSA): Low-Income,1627,Sub-Saharan Africa: low-income,BFA,Burkina Faso,748,Burkina Faso
G1627,Sub-Saharan Africa (SSA): Low-Income,1627,Sub-Saharan Africa: low-income,BDI,Burundi,618,Burundi
G1627,Sub-Saharan Africa (SSA): Low-Income,1627,Sub-Saharan Africa: low-income,CAF,Central African Republic,626,Central African Republic
G1627,Sub-Saharan Africa (SSA): Low-Income,1627,Sub-Saharan Africa: low-income,COD,"Congo, Democratic Republic of the",636,"Congo, Democratic Republic of the"
G1627,Sub-Saharan Africa (SSA): Low-Income,1627,Sub-Saharan Africa: low-income,ERI,"Eritrea, The State of",643,Eritrea
G1627,Sub-Saharan Africa (SSA): Low-Income,1627,Sub-Saharan Africa: low-income,ETH,"Ethiopia, The Federal Democratic Republic of",644,Ethiopia
G1627,Sub-Saharan Africa (SSA): Low-Income,1627,Sub-Saharan Africa: low-income,GMB,"Gambia, The",648,"Gambia, The"
G1627,Sub-Saharan Africa (SSA): Low-Income,1627,Sub-Saharan Africa: low-income,GIN,Guinea,656,Guinea
G1627,Sub-Saharan Africa (SSA): Low-Income,1627,Sub-Saharan Africa: low-income,GNB,Guinea-Bissau,654,Guinea-Bissau
G1627,Sub-Saharan Africa (SSA): Low-Income,1627,Sub-Saharan Africa: low-income,LBR,Liberia,668,Liberia
G1627,Sub-Saharan Africa (SSA): Low-Income,1627,Sub-Saharan Africa: low-income,MDG,"Madagascar, Republic of",674,Madagascar
G1627,Sub-Saharan Africa (SSA): Low-Income,1627,Sub-Saharan Africa: low-income,MWI,Malawi,676,Malawi
G1627,Sub-Saharan Africa (SSA): Low-Income,1627,Sub-Saharan Africa: low-income,MLI,Mali,678,Mali
G1627,Sub-Saharan Africa (SSA): Low-Income,1627,Sub-Saharan Africa: low-income,MOZ,"Mozambique, Republic of",688,Mozambique
G1627,Sub-Saharan Africa (SSA): Low-Income,1627,Sub-Saharan Africa: low-income,NER,Niger,692,Niger
G1627,Sub-Saharan Africa (SSA): Low-Income,1627,Sub-Saharan Africa: low-income,RWA,Rwanda,714,Rwanda
G1627,Sub-Saharan Africa (SSA): Low-Income,1627,Sub-Saharan Africa: low-income,SLE,Sierra Leone,724,Sierra Leone
G1627,Sub-Saharan Africa (SSA): Low-Income,1627,Sub-Saharan Africa: low-income,TZA,"Tanzania, United Republic of",738,Tanzania
G1627,Sub-Saharan Africa (SSA): Low-Income,1627,Sub-Saharan Africa: low-income,TGO,Togo,742,Togo
G1627,Sub-Saharan Africa (SSA): Low-Income,1627,Sub-Saharan Africa: low-income,UGA,Uganda,746,Uganda
G1627,Sub-Saharan Africa (SSA): Low-Income,1627,Sub-Saharan Africa: low-income,ZWE,Zimbabwe,698,Zimbabwe
G1626,Sub-Saharan Africa (SSA): Middle-Income,1626,Sub-Saharan Africa: middle-income,BEN,Benin,638,Benin
G1626,Sub-Saharan Africa (SSA): Middle-Income,1626,Sub-Saharan Africa: middle-income,BWA,Botswana,616,Botswana
G1626,Sub-Saharan Africa (SSA): Middle-Income,1626,Sub-Saharan Africa: middle-income,CPV,Cabo Verde,624,Cabo Verde
G1626,Sub-Saharan Africa (SSA): Middle-Income,1626,Sub-Saharan Africa: middle-income,CMR,Cameroon,622,Cameroon
G1626,Sub-Saharan Africa (SSA): Middle-Income,1626,Sub-Saharan Africa: middle-income,COM,"Comoros, Union of the",632,Comoros
G1626,Sub-Saharan Africa (SSA): Middle-Income,1626,Sub-Saharan Africa: middle-income,CIV,Côte d'Ivoire,662,Côte d'Ivoire
G1626,Sub-Saharan Africa (SSA): Middle-Income,1626,Sub-Saharan Africa: middle-income,SWZ,"Eswatini, Kingdom of",734,Eswatini
G1626,Sub-Saharan Africa (SSA): Middle-Income,1626,Sub-Saharan Africa: middle-income,GHA,Ghana,652,Ghana
G1626,Sub-Saharan Africa (SSA): Middle-Income,1626,Sub-Saharan Africa: middle-income,KEN,Kenya,664,Kenya
G1626,Sub-Saharan Africa (SSA): Middle-Income,1626,Sub-Saharan Africa: middle-income,LSO,"Lesotho, Kingdom of",666,Lesotho
G1626,Sub-Saharan Africa (SSA): Middle-Income,1626,Sub-Saharan Africa: middle-income,MUS,Mauritius,684,Mauritius
G1626,Sub-Saharan Africa (SSA): Middle-Income,1626,Sub-Saharan Africa: middle-income,NAM,Namibia,728,Namibia
G1626,Sub-Saharan Africa (SSA): Middle-Income,1626,Sub-Saharan Africa: middle-income,SEN,Senegal,722,Senegal
G1626,Sub-Saharan Africa (SSA): Middle-Income,1626,Sub-Saharan Africa: middle-income,SYC,Seychelles,718,Seychelles
G1626,Sub-Saharan Africa (SSA): Middle-Income,1626,Sub-Saharan Africa: middle-income,ZAF,South Africa,199,South Africa
G1626,Sub-Saharan Africa (SSA): Middle-Income,1626,Sub-Saharan Africa: middle-income,STP,"São Tomé and Príncipe, Democratic Republic of",716,São Tomé and Príncipe
G1626,Sub-Saharan Africa (SSA): Middle-Income,1626,Sub-Saharan Africa: middle-income,ZMB,Zambia,754,Zambia
G1614,Sub-Saharan Africa (SSA): Oil Exporters,1614,Sub-Saharan Africa: Oil Exporters,AGO,Angola,614,Angola
G1614,Sub-Saharan Africa (SSA): Oil Exporters,1614,Sub-Saharan Africa: Oil Exporters,TCD,Chad,628,Chad
G1614,Sub-Saharan Africa (SSA): Oil Exporters,1614,Sub-Saharan Africa: Oil Exporters,COG,"Congo, Republic of",634,"Congo, Republic of"
G1614,Sub-Saharan Africa (SSA): Oil Exporters,1614,Sub-Saharan Africa: Oil Exporters,GNQ,"Equatorial Guinea, Republic of",642,Equatorial Guinea
G1614,Sub-Saharan Africa (SSA): Oil Exporters,1614,Sub-Saharan Africa: Oil Exporters,GAB,Gabon,646,Gabon
G1614,Sub-Saharan Africa (SSA): Oil Exporters,1614,Sub-Saharan Africa: Oil Exporters,NGA,Nigeria,694,Nigeria
G1614,Sub-Saharan Africa (SSA): Oil Exporters,1614,Sub-Saharan Africa: Oil Exporters,SSD,"South Sudan, Republic of",733,South Sudan
G001,World,1,World,AFG,"Afghanistan, Islamic Republic of",512,Afghanistan
G001,World,1,World,ALB,Albania,914,Albania
G001,World,1,World,DZA,Algeria,612,Algeria
G001,World,1,World,AND,"Andorra, Principality of",171,Andorra
G001,World,1,World,AGO,Angola,614,Angola
G001,World,1,World,ATG,Antigua and Barbuda,311,Antigua and Barbuda
G001,World,1,World,ARG,Argentina,213,Argentina
G001,World,1,World,ARM,"Armenia, Republic of",911,Armenia
G001,World,1,World,ABW,"Aruba, Kingdom of the Netherlands",314,Aruba
G001,World,1,World,AUS,Australia,193,Australia
G001,World,1,World,AUT,Austria,122,Austria
G001,World,1,World,AZE,"Azerbaijan, Republic of",912,Azerbaijan
G001,World,1,World,BHS,"Bahamas, The",313,"Bahamas, The"
G001,World,1,World,BHR,"Bahrain, Kingdom of",419,Bahrain
G001,World,1,World,BGD,Bangladesh,513,Bangladesh
G001,World,1,World,BRB,Barbados,316,Barbados
G001,World,1,World,BLR,"Belarus, Republic of",913,Belarus
G001,World,1,World,BEL,Belgium,124,Belgium
G001,World,1,World,BLZ,Belize,339,Belize
G001,World,1,World,BEN,Benin,638,Benin
G001,World,1,World,BTN,Bhutan,514,Bhutan
G001,World,1,World,BOL,Bolivia,218,Bolivia
G001,World,1,World,BIH,Bosnia and Herzegovina,963,Bosnia and Herzegovina
G001,World,1,World,BWA,Botswana,616,Botswana
G001,World,1,World,BRA,Brazil,223,Brazil
G001,World,1,World,BRN,Brunei Darussalam,516,Brunei Darussalam
G001,World,1,World,BGR,Bulgaria,918,Bulgaria
G001,World,1,World,BFA,Burkina Faso,748,Burkina Faso
G001,World,1,World,BDI,Burundi,618,Burundi
G001,World,1,World,CPV,Cabo Verde,624,Cabo Verde
G001,World,1,World,KHM,Cambodia,522,Cambodia
G001,World,1,World,CMR,Cameroon,622,Cameroon
G001,World,1,World,CAN,Canada,156,Canada
G001,World,1,World,CAF,Central African Republic,626,Central African Republic
G001,World,1,World,TCD,Chad,628,Chad
G001,World,1,World,CHL,Chile,228,Chile
G001,World,1,World,CHN,"China, People's Republic of",924,China
G001,World,1,World,COL,Colombia,233,Colombia
G001,World,1,World,COM,"Comoros, Union of the",632,Comoros
G001,World,1,World,COD,"Congo, Democratic Republic of the",636,"Congo, Democratic Republic of the"
G001,World,1,World,COG,"Congo, Republic of",634,"Congo, Republic of"
G001,World,1,World,CRI,Costa Rica,238,Costa Rica
G001,World,1,World,HRV,"Croatia, Republic of",960,Croatia
G001,World,1,World,CYP,Cyprus,423,Cyprus
G001,World,1,World,CZE,Czech Republic,935,Czech Republic
G001,World,1,World,CIV,Côte d'Ivoire,662,Côte d'Ivoire
G001,World,1,World,DNK,Denmark,128,Denmark
G001,World,1,World,DJI,Djibouti,611,Djibouti
G001,World,1,World,DMA,Dominica,321,Dominica
G001,World,1,World,DOM,Dominican Republic,243,Dominican Republic
G001,World,1,World,ECU,Ecuador,248,Ecuador
G001,World,1,World,EGY,"Egypt, Arab Republic of",469,Egypt
G001,World,1,World,SLV,El Salvador,253,El Salvador
G001,World,1,World,GNQ,"Equatorial Guinea, Republic of",642,Equatorial Guinea
G001,World,1,World,ERI,"Eritrea, The State of",643,Eritrea
G001,World,1,World,EST,"Estonia, Republic of",939,Estonia
G001,World,1,World,SWZ,"Eswatini, Kingdom of",734,Eswatini
G001,World,1,World,ETH,"Ethiopia, The Federal Democratic Republic of",644,Ethiopia
G001,World,1,World,FJI,"Fiji, Republic of",819,Fiji
G001,World,1,World,FIN,Finland,172,Finland
G001,World,1,World,FRA,France,132,France
G001,World,1,World,GAB,Gabon,646,Gabon
G001,World,1,World,GMB,"Gambia, The",648,"Gambia, The"
G001,World,1,World,GEO,Georgia,915,Georgia
G001,World,1,World,DEU,Germany,134,Germany
G001,World,1,World,GHA,Ghana,652,Ghana
G001,World,1,World,GRC,Greece,174,Greece
G001,World,1,World,GRD,Grenada,328,Grenada
G001,World,1,World,GTM,Guatemala,258,Guatemala
G001,World,1,World,GIN,Guinea,656,Guinea
G001,World,1,World,GNB,Guinea-Bissau,654,Guinea-Bissau
G001,World,1,World,GUY,Guyana,336,Guyana
G001,World,1,World,HTI,Haiti,263,Haiti
G001,World,1,World,HND,Honduras,268,Honduras
